date_calc,date_forecast,absolute_humidity_2m:gm3,air_density_2m:kgm3,ceiling_height_agl:m,clear_sky_energy_1h:J,clear_sky_rad:W,cloud_base_agl:m,dew_or_rime:idx,dew_point_2m:K,diffuse_rad:W,diffuse_rad_1h:J,direct_rad:W,direct_rad_1h:J,effective_cloud_cover:p,elevation:m,fresh_snow_12h:cm,fresh_snow_1h:cm,fresh_snow_24h:cm,fresh_snow_3h:cm,fresh_snow_6h:cm,is_day:idx,is_in_shadow:idx,msl_pressure:hPa,precip_5min:mm,precip_type_5min:idx,pressure_100m:hPa,pressure_50m:hPa,prob_rime:p,rain_water:kgm2,relative_humidity_1000hPa:p,sfc_pressure:hPa,snow_density:kgm3,snow_depth:cm,snow_drift:idx,snow_melt_10min:mm,snow_water:kgm2,sun_azimuth:d,sun_elevation:d,super_cooled_liquid_water:kgm2,t_1000hPa:K,total_cloud_cover:p,visibility:m,wind_speed_10m:ms,wind_speed_u_10m:ms,wind_speed_v_10m:ms,wind_speed_w_1000hPa:ms,pv_measurement,building
2022-10-28 07:00:05,2022-10-29 10:00:00,6.375,1.24125,976.65,554693.94,170.55,805.55,0.0,277.35,68.65,220857.5,39.875,119714.42,74.975,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1007.35,0.0,0.0,991.875,997.95,0.0,0.0,77.75,1004.05,,0.0,0.0,0.0,0.0,169.8675,12.7495,0.05,280.1,75.025,50425.75,4.55,3.575,-2.8,0.0,29.400000000000002,C
2022-10-28 07:00:05,2022-10-29 11:00:00,5.55,1.2435,896.9,634809.25,176.5,1057.85,0.0,275.35,80.425,268390.12,44.325,151508.67,37.025,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1008.625,0.0,0.0,993.05,999.125,0.0,0.0,68.225,1005.25,,0.0,0.0,0.0,0.0,184.8675,13.05775,0.0,279.75,38.675,55904.625,4.125,3.4,-2.25,0.0,81.34000000000002,C
2022-10-28 07:00:05,2022-10-29 12:00:00,5.2,1.24325,,595903.75,149.325,1150.6,0.0,274.575,53.875,241728.72,97.175,254702.98,30.275,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1009.3,0.0,0.0,993.675,999.75,0.0,0.0,62.95,1005.875,,0.0,0.0,0.0,0.0,199.767,11.6265,0.0,280.075,35.575,57542.074,4.0,3.8,-1.2,0.0,95.06000000000002,C
2022-10-28 07:00:05,2022-10-29 13:00:00,5.1749997,1.2455,,446726.03,95.5,1477.0,0.0,274.4,38.675,166621.38,69.7,300395.06,20.5,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1010.05005,0.0,0.0,994.5,1000.575,0.0,0.0,62.025,1006.69995,,0.0,0.0,0.0,0.0,214.29974,8.577,0.0,280.275,28.225,57578.125,3.825,3.775,-0.675,0.0,102.9,C
2022-10-28 07:00:05,2022-10-29 14:00:00,5.1499996,1.2507501,1254.7,231980.33,35.05,1294.075,0.0,274.3,20.1,105840.1,14.35,151274.45,50.85,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1010.975,0.0,0.0,995.5,1001.6,0.0,0.0,64.350006,1007.725,,0.0,0.0,0.0,0.0,228.3335,4.14825,0.0,280.05,54.85,55833.0,3.475,3.425,0.024999999,0.0,46.06,C
2022-10-28 07:00:05,2022-10-29 15:00:00,5.2,1.2565,1235.4,52428.074,1.55,967.75,0.0,274.4,0.95,37871.9,0.0,25840.9,89.425,24.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1011.9,0.0,0.0,996.4,1002.525,0.0,0.0,68.5,1008.7,,0.0,0.0,0.0,0.0,241.901,-1.35375,0.0,279.55,89.55,54023.85,3.1,3.0,0.8,0.0,12.740000000000002,C
2022-10-28 07:00:05,2022-10-29 16:00:00,5.2,1.25975,1178.95,430.575,0.0,897.35,0.0,274.425,0.0,1699.475,0.0,0.0,99.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1012.55,0.0,0.0,997.15,1003.3,0.0,0.0,70.45,1009.475,,0.0,0.0,0.0,0.0,255.1855,-7.59525,0.05,279.125,99.5,52340.523,2.975,2.725,1.1750001,0.0,2.94,C
2022-10-28 07:00:05,2022-10-29 17:00:00,5.2,1.26125,1138.325,0.0,0.0,813.55,0.0,274.4,0.0,0.0,0.0,0.0,98.8,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.225,0.0,0.0,997.8,1003.95,0.0,0.0,71.525,1010.125,,0.0,0.0,0.0,0.0,268.48026,-14.233,0.1,278.84998,98.8,51309.676,2.65,2.4,1.1750001,0.0,0.0,C
2022-10-28 07:00:05,2022-10-29 18:00:00,5.225,1.2625,1120.05,0.0,0.0,750.725,0.0,274.475,0.0,0.0,0.0,0.0,92.75,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.85,0.0,0.0,998.35,1004.5,0.0,0.0,72.525,1010.7,,0.0,0.0,0.0,0.0,282.15802,-20.9085,0.1,278.65002,92.75,51281.176,2.325,2.05,1.2,0.0,0.0,C
2022-10-28 07:00:05,2022-10-29 19:00:00,5.3,1.26425,1129.375,0.0,0.0,701.35,0.0,274.625,0.0,0.0,0.0,0.0,85.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.175,0.0,0.0,998.65,1004.8,0.0,0.0,74.0,1011.0,,0.0,0.0,0.0,0.0,296.6355,-27.232,0.1,278.5,85.55,51182.4,2.075,1.625,1.3,0.0,0.0,C
2022-10-28 07:00:05,2022-10-29 20:00:00,5.3,1.2655001,1088.95,0.0,0.0,645.6,0.0,274.7,0.0,0.0,0.0,0.0,88.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.45,0.0,0.0,998.95,1005.15,0.0,0.0,75.75,1011.35,,0.0,0.0,0.0,0.0,312.309,-32.7585,0.05,278.32498,88.6,51150.8,1.875,1.15,1.45,0.0,0.0,C
2022-10-28 07:00:05,2022-10-29 21:00:00,5.3,1.267,907.45,0.0,0.0,658.075,0.0,274.575,0.0,0.0,0.0,0.0,94.575,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.775,0.0,0.0,999.25,1005.45,0.0,0.0,75.75,1011.65,,0.0,0.0,0.0,0.0,329.411,-36.989998,0.0,278.3,94.575,51187.574,1.65,0.65,1.525,0.0,0.0,C
2022-10-28 07:00:05,2022-10-29 22:00:00,5.3,1.26775,898.6,0.0,0.0,905.625,0.0,274.525,0.0,0.0,0.0,0.0,81.45,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.9,0.0,0.0,999.4,1005.6,0.0,0.0,74.5,1011.8,,0.0,0.0,0.0,0.0,347.79352,-39.4365,0.0,278.34998,81.45,50303.773,1.275,0.22500001,1.275,0.0,-0.0,C
2022-10-28 07:00:05,2022-10-29 23:00:00,5.3,1.2715,,0.0,0.0,1186.5,0.0,274.525,0.0,0.0,0.0,0.0,44.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.875,0.0,0.0,999.5,1005.65,0.0,0.0,75.575,1011.9,,0.0,0.0,0.0,0.0,96.7945,-39.75275,0.0,278.3,44.275,47674.477,1.1,0.025,1.1,0.0,-0.0,C
2022-10-29 07:00:05,2022-10-30 00:00:00,5.075,1.279,,0.0,0.0,1137.6,0.25,273.85,0.0,0.0,0.0,0.0,12.325,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.25,0.0,0.0,998.775,1005.025,0.475,0.0,82.8,1011.25,,0.0,0.0,0.0,0.0,24.34725,-38.3975,0.0,277.2,16.75,43908.1,2.0249999,0.425,2.0,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 01:00:00,5.0,1.28075,1038.8,0.0,0.0,1124.7,-0.5,273.6,0.0,0.0,0.0,0.0,11.475,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.325,0.0,0.0,998.9,1005.1,10.325,0.0,81.9,1011.4,,0.0,0.0,0.0,0.0,41.98475,-34.73025,0.0,277.17502,12.85,43823.55,1.8499999,0.25,1.8249999,0.0,-0.0,C
2022-10-29 07:00:05,2022-10-30 02:00:00,5.0,1.281,4407.25,0.0,0.0,1098.975,-1.0,273.575,0.0,0.0,0.0,0.0,34.95,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.25,0.0,0.0,998.8,1005.05,20.875,0.0,81.575,1011.3,,0.0,0.0,0.0,0.0,58.1715,-29.588749,0.0,277.375,48.25,42680.35,1.7,0.125,1.7,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 03:00:00,5.025,1.28025,6673.725,0.0,0.0,1045.875,-1.0,273.75,0.0,0.0,0.0,0.0,74.325,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.15,0.0,0.0,998.7,1004.9,25.025,0.0,81.875,1011.2,,0.0,0.0,0.0,0.0,73.038,-23.48375,0.0,277.6,95.625,40893.676,1.475,0.0,1.45,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 04:00:00,5.1,1.28,1097.4,0.0,0.0,976.7,-0.5,273.925,0.0,0.0,0.0,0.0,83.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.15,0.0,0.0,998.7,1004.92505,25.975,0.0,84.05,1011.2,,0.0,0.0,0.0,0.0,86.948,-16.88175,0.0,277.8,88.6,41291.05,1.2,-0.15,1.175,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 05:00:00,5.25,1.277,1072.45,0.0,0.0,988.9,1.0,274.3,0.0,0.0,0.0,0.0,64.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.0,0.0,0.0,998.575,1004.775,17.4,0.0,84.350006,1011.05,,0.0,0.0,0.0,0.0,100.325005,-10.18975,0.0,278.1,64.424995,42757.85,1.0,-0.4,0.975,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 06:00:00,5.375,1.271,934.775,0.0,0.0,1044.675,0.5,274.7,0.0,0.0,0.0,0.0,49.375,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.8,0.0,0.0,998.3,1004.5,1.525,0.0,82.15,1010.7,,0.0,0.0,0.0,0.0,113.5625,-3.77475,0.0,278.55,51.475,46108.65,1.0,-0.4,0.9,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 07:00:00,5.5,1.268,4389.975,15186.5,15.525,1750.6,0.0,275.075,9.125,16475.074,0.0,0.0,44.1,24.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1013.6,0.0,0.0,998.1,1004.3,0.0,0.0,82.375,1010.525,,0.0,0.0,0.0,0.0,126.98575,2.0175,0.0,278.9,60.675003,48590.95,0.925,-0.5,0.8,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 08:00:00,5.775,1.26225,10395.45,145760.2,68.75,3976.525,0.0,275.85,40.725,89715.27,18.425,33140.45,62.15,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1013.57495,0.0,0.0,998.05,1004.225,0.0,0.0,82.5,1010.42505,,0.0,0.0,0.0,0.0,140.81924,6.85075,0.0,279.05,95.2,49304.8,0.675,-0.475,0.45,0.0,14.700000000000001,C
2022-10-29 07:00:05,2022-10-30 09:00:00,6.15,1.25575,10400.9,355780.66,127.075,7515.65,0.0,276.8,62.199997,185190.95,47.95,119421.52,60.4,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1013.5,0.0,0.0,997.975,1004.125,0.0,0.0,83.55,1010.275,,0.0,0.0,0.0,0.0,155.15175,10.4075,0.0,279.225,97.75,48146.926,0.45,-0.4,-0.15,0.0,55.86000000000001,C
2022-10-29 07:00:05,2022-10-30 10:00:00,6.5,1.2505,10403.0,533037.1,164.35,6689.75,0.0,277.65,60.775,221379.95,99.0,264483.06,45.9,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1013.45,0.0,0.0,997.9,1004.0,0.0,0.0,84.35,1010.15,,0.0,0.0,0.0,0.0,169.91,12.4215,0.0,279.5,91.125,48540.324,0.575,-0.3,-0.5,0.0,76.44,C
2022-10-29 07:00:05,2022-10-30 11:00:00,6.725,1.247,10380.875,612232.9,170.2,4439.05,0.0,278.15,51.675,202439.22,125.625,404296.66,32.3,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1013.225,0.0,0.0,997.65,1003.75,0.0,0.0,83.575,1009.9,,0.0,0.0,0.0,0.0,184.86925,12.726749,0.0,279.975,63.625,50131.3,1.25,-0.875,-0.875,0.0,129.36,C
2022-10-29 07:00:05,2022-10-30 12:00:00,6.9,1.246,10341.5,573578.0,143.25,10064.8,0.0,278.45,47.55,178584.28,106.35,417492.34,13.8,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1012.7,0.0,0.0,997.2,1003.3,0.0,0.0,84.1,1009.4,,0.0,0.0,0.0,0.0,199.72975,11.297501,0.0,280.34998,27.65,49083.125,1.6,-1.2,-1.1,0.0,136.22,C
2022-10-29 07:00:05,2022-10-30 13:00:00,7.0,1.24675,,426146.56,90.275,,0.0,278.67502,36.85,151895.9,66.25,310605.3,11.425,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1012.0,0.0,0.0,996.44995,1002.55005,0.0,0.0,85.55,1008.675,,0.0,0.0,0.0,0.0,214.228,8.25425,0.0,280.6,22.849998,46541.375,1.6,-1.25,-1.0,0.0,107.80000000000001,C
2022-10-29 07:00:05,2022-10-30 14:00:00,6.85,1.2505,,216305.42,31.8,,0.0,278.35,16.175,95434.67,15.2,146581.77,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1011.3,0.0,0.0,995.8,1001.9,0.0,0.0,86.625,1008.07495,,0.0,0.0,0.0,0.0,228.23325,3.83275,0.0,280.67502,0.0,44657.875,1.775,-1.65,-0.6,0.0,61.74,C
2022-10-29 07:00:05,2022-10-30 15:00:00,6.475,1.2574999,,45455.7,0.975,,0.0,277.425,0.275,29613.299,0.0,27374.2,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1010.925,0.0,0.0,995.625,1001.75,0.0,0.0,88.7,1007.9,,0.0,0.0,0.0,0.0,241.78075,-1.66225,0.0,280.6,0.0,41837.0,1.325,-1.3,0.2,0.0,19.6,C
2022-10-29 07:00:05,2022-10-30 16:00:00,5.875,1.26775,,272.95,0.0,3188.3,0.0,276.0,0.0,500.225,0.0,0.0,4.95,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1010.35,0.0,0.0,995.125,1001.3,0.0,0.0,91.825,1007.5,,0.0,0.0,0.0,0.0,255.05075,-7.89825,0.0,280.6,4.95,37757.027,1.625,-1.4,0.825,0.0,0.9800000000000001,C
2022-10-29 07:00:05,2022-10-30 17:00:00,5.45,1.27275,,0.0,0.0,3311.8,0.25,274.9,0.0,0.0,0.0,0.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.85,0.0,0.0,994.725,1000.92505,44.2,0.0,92.35,1007.125,,0.0,0.0,0.0,0.0,268.337,-14.5335,0.0,280.825,21.0,37563.08,1.675,-1.2,1.125,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 18:00:00,5.375,1.2737501,3298.0,0.0,0.0,3100.55,-1.0,274.65002,0.0,0.0,0.0,0.0,55.175003,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.7,0.0,0.0,994.55,1000.75,59.425003,0.0,89.6,1007.0,,0.0,0.0,0.0,0.0,282.01324,-21.21075,0.0,280.875,55.325,40196.297,1.45,-0.725,1.2,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 19:00:00,5.525,1.2705,2866.9,0.0,0.0,2228.75,0.0,275.05,0.0,0.0,0.0,0.0,84.825,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.55,0.0,0.0,994.35,1000.525,50.55,0.0,85.350006,1006.75,,0.0,0.0,0.0,0.0,296.49802,-27.5395,0.0,280.65002,85.3,41953.324,1.25,-0.5,1.125,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 20:00:00,5.6,1.2655001,2090.0,0.0,0.0,1893.1,1.0,275.34998,0.0,0.0,0.0,0.0,86.325,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.4,0.0,0.0,994.2,1000.3,14.35,0.0,82.35,1006.5,,0.0,0.0,0.0,0.0,312.19177,-33.074,0.05,280.5,87.8,44484.176,0.975,-0.45000002,0.85,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 21:00:00,5.6,1.2615,2069.35,0.0,0.0,1773.9,0.5,275.34998,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.3,0.0,0.0,994.05,1000.2,0.0,0.0,80.65,1006.375,,0.0,0.0,0.0,0.0,329.33176,-37.3145,0.2,280.6,100.0,46847.676,1.075,-0.825,0.7,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 22:00:00,5.6749997,1.25875,2083.15,0.0,0.0,1710.95,0.0,275.55,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1009.1,0.0,0.0,993.8,999.925,0.0,0.0,78.3,1006.1,,0.0,0.0,0.0,0.0,347.77124,-39.76675,0.15,281.15,100.0,47724.3,1.3,-1.1500001,0.55,0.0,0.0,C
2022-10-29 07:00:05,2022-10-30 23:00:00,5.8,1.25675,1914.25,0.0,0.0,1821.85,0.0,275.8,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1008.95,0.0,0.0,993.7,999.8,0.0,0.0,77.575,1005.95,,0.0,0.0,0.0,0.0,96.83725,-40.082,0.125,281.25,100.0,47805.176,1.025,-1.0,0.125,0.0,-0.0,C
2022-10-30 08:00:05,2022-10-31 00:00:00,5.9,1.26075,6581.45,0.0,0.0,2350.15,1.0,275.975,0.0,0.0,0.0,0.0,83.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1007.95,0.0,0.0,992.65,998.75,0.0,0.0,80.325,1004.95,,0.0,0.0,0.0,0.0,24.44125,-38.71625,0.0,280.75,98.975,44687.3,1.125,-1.075,0.275,0.0,-0.0,C
2022-10-30 08:00:05,2022-10-31 01:00:00,5.9,1.26125,3429.65,0.0,0.0,2225.0,1.0,276.05,0.0,0.0,0.0,0.0,92.65,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1007.45,0.0,0.0,992.15,998.3,0.0,0.0,81.85,1004.475,,0.0,0.0,0.0,0.075,42.12075,-35.03725,0.0,280.825,100.0,43195.375,1.25,-1.2,0.35,0.0,0.0,C
2022-10-30 08:00:05,2022-10-31 02:00:00,6.025,1.25875,3970.25,0.0,0.0,2022.25,1.0,276.4,0.0,0.0,0.0,0.0,97.25,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1007.6,0.089999996,0.75,992.275,998.4,0.0,0.025,84.15,1004.55005,,0.0,0.0,0.0,0.35000002,58.331497,-29.88525,0.075,280.475,100.0,30960.273,1.0,-0.425,0.32500002,0.0,0.0,C
2022-10-30 08:00:05,2022-10-31 03:00:00,6.2,1.25875,3477.15,0.0,0.0,1671.9,1.0,276.775,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1008.25,0.14250001,1.0,992.875,999.025,0.0,0.1,87.275,1005.175,,0.0,0.0,0.0,0.775,73.2065,-23.772,0.2,279.225,100.0,8734.55,1.0,0.9,0.075,0.0,0.0,C
2022-10-30 08:00:05,2022-10-31 04:00:00,6.3500004,1.259,2396.4,0.0,0.0,1416.55,0.5,277.1,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1008.225,0.0375,0.25,992.9,999.0,0.0,0.1,90.675,1005.2,,0.0,0.0,0.0,0.65,87.116,-17.1665,0.15,279.1,100.0,5518.125,1.475,0.7,1.3,0.0,0.0,C
2022-10-30 08:00:05,2022-10-31 05:00:00,6.45,1.25825,1968.2,0.0,0.0,1178.8,1.0,277.375,0.0,0.0,0.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1008.35,0.0,0.0,993.0,999.1,0.0,0.1,91.65,1005.3,,0.0,0.0,0.0,0.3,100.48575,-10.47625,0.1,279.65,100.0,5576.075,2.05,0.8,1.875,0.0,0.0,C
2022-10-30 08:00:05,2022-10-31 06:00:00,6.725,1.2555,1832.9,0.0,0.0,1571.25,1.0,277.975,0.0,0.0,0.0,0.0,97.925,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1008.5,0.0,0.0,993.1,999.225,0.0,0.075,90.15,1005.375,,0.0,0.0,0.0,0.1,113.7115,-4.06625,0.125,280.75,97.925,8084.025,1.9499999,0.4,1.925,0.0,0.0,C
2022-10-30 08:00:05,2022-10-31 07:00:00,6.9,1.253,2300.925,12938.95,13.625,2039.875,1.0,278.3,9.55,17187.426,0.0,0.0,77.4,24.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1008.675,0.0,0.0,993.325,999.45,0.0,0.0,89.425,1005.57495,,0.0,0.0,0.0,0.0,127.116745,1.7175,0.0,281.6,77.4,21503.275,1.625,-0.25,1.6,0.0,0.0,C
